Product Type: Litetrack Iridium-420+
Product ID: 154964
Firmware Version: V17.13.0

GMT Time,Latitude,Longitude,Altitude,Duration,Temperature,Voltage,DOP,Satellites,Cause of Fix
1/30/2024 7:30:12 PM,27.7008905,-81.0122750,-2.64,12,33.0,3.85,2.8,7,GPS Schedule
1/30/2024 7:45:12 PM,27.7008790,-81.0122866,-2.37,12,31.5,3.85,2.2,7,GPS Schedule
1/30/2024 8:00:13 PM,27.7008991,-81.0122850,-2.31,13,30.5,3.85,2,7,GPS Schedule
1/30/2024 8:15:13 PM,27.7009122,-81.0122903,-5.07,13,31.0,3.85,1.8,7,GPS Schedule
1/30/2024 8:30:14 PM,27.7037363,-81.0133193,-5.25,14,31.5,3.85,4.8,6,GPS Schedule
1/30/2024 8:45:12 PM,27.7033699,-81.0136388,3.25,12,29.5,3.85,3.8,6,GPS Schedule
1/30/2024 9:00:12 PM,27.7032769,-81.0138122,-2.93,12,29.0,3.85,4,6,GPS Schedule
1/30/2024 9:15:32 PM,27.7039863,-81.0137784,0.07,32,28.5,3.85,1.6,10,GPS Schedule
1/30/2024 9:30:13 PM,27.7039738,-81.0137668,-1.60,13,27.0,3.85,1.8,8,GPS Schedule
1/30/2024 9:45:12 PM,27.7039598,-81.0137969,-2.95,12,26.5,3.85,1.4,10,GPS Schedule
1/30/2024 10:00:11 PM,27.7039637,-81.0137985,-1.61,11,24.5,3.85,1.4,10,GPS Schedule
1/30/2024 10:15:13 PM,27.7039589,-81.0137900,-0.59,13,23.0,3.85,2.2,8,GPS Schedule
1/30/2024 10:30:12 PM,27.7039797,-81.0138406,-7.14,12,21.5,3.85,2,8,GPS Schedule
1/30/2024 10:45:12 PM,27.7039595,-81.0138000,-0.73,12,20.0,3.85,2,7,GPS Schedule
1/30/2024 11:00:14 PM,27.7039637,-81.0137985,-1.61,14,18.0,3.85,3.2,6,GPS Schedule
1/30/2024 11:15:12 PM,27.7039550,-81.0137884,-1.93,12,16.0,3.85,2.8,6,GPS Schedule
1/30/2024 11:30:12 PM,27.7039608,-81.0138037,-5.30,12,14.5,3.85,2.6,6,GPS Schedule
1/30/2024 11:46:26 PM,27.7045053,-81.0139012,-6.21,86,14.5,3.85,2,8,GPS Schedule
1/31/2024 12:00:12 AM,27.7082551,-81.0119451,-1.67,12,12.5,3.85,2.8,6,GPS Schedule
1/31/2024 12:15:13 AM,27.7082576,-81.0119103,-4.34,13,14.5,3.85,3,6,GPS Schedule
1/31/2024 12:30:13 AM,27.7082531,-81.0119150,-1.26,13,16.0,3.85,3.2,6,GPS Schedule
1/31/2024 12:45:13 AM,27.7082985,-81.0119171,-4.37,13,17.5,3.85,3,6,GPS Schedule
1/31/2024 1:00:13 AM,27.7082624,-81.0119351,-1.07,13,18.5,3.85,2.6,6,GPS Schedule
1/31/2024 1:15:12 AM,27.7082829,-81.0119303,-3.23,12,17.5,3.85,2.4,6,GPS Schedule
1/31/2024 1:30:13 AM,27.7082519,-81.0119114,3.31,13,18.0,3.85,4.4,5,GPS Schedule
1/31/2024 1:45:14 AM,27.7082784,-81.0119187,-4.43,14,18.5,3.85,3.6,5,GPS Schedule
1/31/2024 2:00:41 AM,27.7082838,-81.0119372,-5.58,41,16.5,3.85,2,7,GPS Schedule
1/31/2024 2:15:12 AM,27.7082957,-81.0119388,-3.77,12,12.5,3.85,2.8,6,GPS Schedule
1/31/2024 2:30:12 AM,27.7083193,-81.0119256,-4.45,12,11.0,3.85,2.8,6,GPS Schedule
1/31/2024 2:45:12 AM,27.7082783,-81.0119445,-15.18,12,10.5,3.85,2.6,6,GPS Schedule
1/31/2024 3:00:12 AM,27.7065661,-81.0113766,-8.76,12,9.5,3.85,2.6,6,GPS Schedule
1/31/2024 3:15:12 AM,27.7034979,-81.0087046,-8.70,12,9.0,3.85,4,5,GPS Schedule
1/31/2024 3:30:12 AM,27.7035046,-81.0087009,-3.67,12,9.5,3.85,4.2,5,GPS Schedule
1/31/2024 3:45:42 AM,27.7035020,-81.0087030,-9.58,42,10.0,3.85,2,9,GPS Schedule
1/31/2024 4:00:12 AM,27.7034931,-81.0086962,-7.69,12,9.5,3.85,2,9,GPS Schedule
1/31/2024 4:15:11 AM,27.7034934,-81.0086930,-9.90,11,9.5,3.85,1.8,9,GPS Schedule
1/31/2024 4:30:12 AM,27.7035014,-81.0086930,-9.44,12,9.0,3.85,1.8,9,GPS Schedule
1/31/2024 4:45:11 AM,27.7035062,-81.0087014,-10.45,11,10.0,3.85,2,7,GPS Schedule
1/31/2024 5:00:12 AM,27.7034851,-81.0086962,-8.16,12,9.5,3.85,1.8,8,GPS Schedule
1/31/2024 5:15:12 AM,27.7034812,-81.0086946,-9.50,12,9.5,3.85,1.8,7,GPS Schedule
1/31/2024 5:30:11 AM,27.7034777,-81.0087062,-8.76,11,9.5,3.85,2,7,GPS Schedule
1/31/2024 5:45:12 AM,27.7035065,-81.0087146,-8.38,12,9.5,3.85,3.8,6,GPS Schedule
1/31/2024 6:00:41 AM,27.7034972,-81.0086946,-8.57,41,9.0,3.85,1.8,8,GPS Schedule
1/31/2024 6:15:12 AM,27.7034931,-81.0086962,-7.69,12,7.5,3.85,1.8,8,GPS Schedule
1/31/2024 6:30:11 AM,27.7035042,-81.0086878,-5.75,11,7.0,3.85,2.8,7,GPS Schedule
1/31/2024 6:45:12 AM,27.7034720,-81.0087331,-11.85,12,7.0,3.85,2.8,7,GPS Schedule
1/31/2024 7:00:12 AM,27.7034873,-81.0087231,-10.78,12,7.0,3.85,2.6,7,GPS Schedule
1/31/2024 7:15:13 AM,27.7035059,-81.0087046,-8.24,13,8.0,3.85,2.2,7,GPS Schedule
1/31/2024 7:30:13 AM,27.7034895,-81.0086914,-11.24,13,11.5,3.85,2.4,6,GPS Schedule
1/31/2024 7:45:16 AM,27.7034979,-81.0087046,-8.70,16,11.5,3.90,1.8,7,GPS Schedule
1/31/2024 8:00:12 AM,27.7034775,-81.0087257,-2.26,12,14.5,3.85,2.4,5,GPS Schedule
1/31/2024 8:15:12 AM,27.7034972,-81.0086946,-8.57,12,13.0,3.85,2.2,6,GPS Schedule
1/31/2024 8:30:42 AM,27.7034729,-81.0086814,-12.04,42,10.5,3.85,2.8,6,GPS Schedule
1/31/2024 8:45:12 AM,27.7035096,-81.0086898,-11.19,12,9.0,3.85,2,7,GPS Schedule
1/31/2024 9:00:12 AM,27.7034892,-81.0086946,-9.03,12,8.0,3.85,2.2,7,GPS Schedule
1/31/2024 9:15:12 AM,27.7034949,-81.0086677,-5.94,12,8.0,3.85,3.6,6,GPS Schedule
1/31/2024 9:30:12 AM,27.7035093,-81.0086930,-8.97,12,8.5,3.85,2.4,7,GPS Schedule
1/31/2024 9:45:13 AM,27.7022518,-81.0093041,-6.01,13,6.5,3.85,2.6,6,GPS Schedule
1/31/2024 10:00:14 AM,27.7040583,-81.0142528,-8.68,14,5.5,3.85,2.2,6,GPS Schedule
1/31/2024 10:15:12 AM,27.7050787,-81.0150407,-8.92,12,6.0,3.85,2,6,GPS Schedule
1/31/2024 10:30:12 AM,27.7099264,-81.0178371,-5.90,12,5.5,3.85,2.6,5,GPS Schedule
1/31/2024 10:45:14 AM,27.7171072,-81.0177969,-6.88,14,5.5,3.85,2.4,5,GPS Schedule
1/31/2024 11:00:42 AM,27.7190104,-81.0177535,-6.24,42,7.5,3.85,1.4,9,GPS Schedule
1/31/2024 11:15:12 AM,27.7190101,-81.0177567,-4.02,12,8.5,3.85,1.6,9,GPS Schedule
1/31/2024 11:30:12 AM,27.7190264,-81.0177535,-5.31,12,8.0,3.85,1.8,8,GPS Schedule
1/31/2024 11:45:12 AM,27.7190031,-81.0177636,-6.84,12,8.0,3.85,1.6,9,GPS Schedule
1/31/2024 12:00:12 PM,27.7210714,-81.0152450,-4.46,12,6.5,3.85,1.4,9,GPS Schedule
1/31/2024 12:15:12 PM,27.7178190,-81.0086458,-4.36,12,6.5,3.85,1.8,8,GPS Schedule
1/31/2024 12:30:12 PM,27.7147156,-81.0097528,-5.55,12,7.0,3.85,2,7,GPS Schedule
1/31/2024 12:45:13 PM,27.7127714,-81.0062919,-3.97,13,8.0,3.85,1.8,7,GPS Schedule
1/31/2024 1:00:11 PM,27.7132479,-81.0067810,-7.73,11,10.5,3.85,1.6,7,GPS Schedule
1/31/2024 1:15:12 PM,27.7139071,-81.0072305,-7.01,12,12.5,3.85,1.6,7,GPS Schedule
1/31/2024 1:30:12 PM,27.7139221,-81.0072237,-3.73,12,15.0,3.85,3,5,GPS Schedule
1/31/2024 1:45:42 PM,27.7139144,-81.0072205,-6.41,42,17.0,3.85,1.8,8,GPS Schedule
1/31/2024 2:00:12 PM,27.7139701,-81.0072400,3.35,12,18.0,3.85,2,8,GPS Schedule
1/31/2024 2:15:12 PM,27.7139017,-81.0072284,-1.57,12,17.5,3.85,2,8,GPS Schedule
1/31/2024 2:30:12 PM,27.7139064,-81.0072205,-6.87,12,18.5,3.85,1.8,8,GPS Schedule
1/31/2024 2:45:12 PM,27.7139340,-81.0072416,2.36,12,19.0,3.85,1.8,8,GPS Schedule
1/31/2024 3:00:12 PM,27.7139080,-81.0072116,1.38,12,20.0,3.85,2.4,7,GPS Schedule
1/31/2024 3:15:14 PM,27.7139665,-81.0072189,-4.49,14,21.5,3.85,3.4,6,GPS Schedule
1/31/2024 3:30:12 PM,27.7139032,-81.0072031,2.40,12,24.5,3.85,4.6,6,GPS Schedule
1/31/2024 3:45:12 PM,27.7139869,-81.0072142,-6.65,12,31.0,3.85,5.8,6,GPS Schedule
1/31/2024 4:00:41 PM,27.7144189,-81.0070807,-3.17,41,30.0,3.85,2.2,7,GPS Schedule
1/31/2024 4:15:12 PM,27.7143980,-81.0071503,1.25,12,28.5,3.85,2,7,GPS Schedule
1/31/2024 4:30:12 PM,27.7143484,-81.0071335,0.95,12,28.5,3.85,2,7,GPS Schedule
1/31/2024 4:45:12 PM,27.7144047,-81.0071303,1.99,12,26.5,3.85,1.8,7,GPS Schedule
1/31/2024 5:00:12 PM,27.7143606,-81.0071319,0.54,12,26.0,3.85,1.8,7,GPS Schedule
1/31/2024 5:15:13 PM,27.7147894,-81.0073970,2.53,13,27.5,3.85,3.4,6,GPS Schedule
1/31/2024 5:30:12 PM,27.7163790,-81.0092091,4.81,12,28.5,3.90,3,6,GPS Schedule
1/31/2024 5:45:42 PM,27.7165863,-81.0133662,1.95,42,31.0,3.85,1.6,6,GPS Schedule
1/31/2024 6:00:14 PM,27.7175356,-81.0135174,-2.63,14,29.0,3.85,1.8,6,GPS Schedule
1/31/2024 6:15:13 PM,27.7175266,-81.0134684,5.72,13,25.5,3.85,1.8,6,GPS Schedule
1/31/2024 6:30:13 PM,27.7175432,-81.0135042,-4.24,13,24.5,3.85,1.8,6,GPS Schedule
1/31/2024 6:45:13 PM,27.7175241,-81.0134868,4.10,13,24.5,3.85,1.8,6,GPS Schedule
1/31/2024 7:00:14 PM,27.7175344,-81.0135042,16.97,14,23.5,3.85,3.8,5,GPS Schedule
1/31/2024 7:15:17 PM,27.7175711,-81.0134800,9.24,17,24.0,3.85,3.6,5,GPS Schedule
1/31/2024 7:30:42 PM,27.7175534,-81.0134726,-4.23,42,25.5,3.85,4.2,6,GPS Schedule
1/31/2024 7:45:12 PM,27.7175604,-81.0134657,-1.42,12,24.5,3.85,2.8,6,GPS Schedule
1/31/2024 8:00:13 PM,27.7175323,-81.0134673,-1.94,13,24.5,3.90,2.4,6,GPS Schedule
1/31/2024 8:15:17 PM,27.7175707,-81.0134668,7.17,17,24.5,3.85,2.2,6,GPS Schedule
1/31/2024 8:30:14 PM,27.7175087,-81.0134805,-1.26,14,24.5,3.85,6.8,5,GPS Schedule
1/31/2024 8:45:13 PM,27.7175110,-81.0134652,2.57,13,25.0,3.85,4.6,5,GPS Schedule
1/31/2024 9:00:13 PM,27.7175461,-81.0134989,-0.55,13,26.0,3.85,4.6,5,GPS Schedule
1/31/2024 9:15:42 PM,27.7175349,-81.0134652,3.97,42,26.5,3.85,2,8,GPS Schedule
1/31/2024 9:30:12 PM,27.7175317,-81.0134736,2.49,12,25.5,3.85,2.4,8,GPS Schedule
1/31/2024 9:45:13 PM,27.7172977,-81.0137362,0.25,13,24.5,3.85,2.6,8,GPS Schedule
1/31/2024 10:00:12 PM,27.7172865,-81.0137446,-1.69,12,24.0,3.85,2.6,8,GPS Schedule
1/31/2024 10:15:12 PM,27.7173045,-81.0137747,-1.18,12,22.0,3.85,2.8,7,GPS Schedule
1/31/2024 10:30:12 PM,27.7174477,-81.0107413,-3.44,12,20.5,3.85,2.4,7,GPS Schedule
1/31/2024 10:45:12 PM,27.7174388,-81.0107345,-1.55,12,19.5,3.85,4.2,5,GPS Schedule
1/31/2024 11:00:12 PM,27.7170530,-81.0097393,-1.89,12,18.5,3.85,3.4,5,GPS Schedule
1/31/2024 11:15:12 PM,27.7122238,-81.0105587,-2.41,12,16.0,3.85,3,5,GPS Schedule
1/31/2024 11:30:12 PM,27.7069528,-81.0139747,-0.01,12,15.0,3.85,2.8,5,GPS Schedule
1/31/2024 11:45:42 PM,27.7050755,-81.0150491,-10.40,42,14.5,3.85,2.4,7,GPS Schedule
2/1/2024 12:00:12 AM,27.7068769,-81.0120813,-7.66,12,14.5,3.85,2.2,7,GPS Schedule
2/1/2024 12:15:12 AM,27.7095185,-81.0072635,-8.01,12,12.5,3.85,2,7,GPS Schedule
2/1/2024 12:30:13 AM,27.7109236,-81.0050155,-5.53,13,12.0,3.85,4.8,6,GPS Schedule
2/1/2024 12:45:13 AM,27.7136547,-81.0001362,-7.52,13,11.0,3.85,4.8,6,GPS Schedule
2/1/2024 1:00:12 AM,27.7128216,-81.0026230,-3.82,12,11.0,3.90,4.6,6,GPS Schedule
2/1/2024 1:15:12 AM,27.7199697,-80.9997177,-6.46,12,11.5,3.85,4.2,6,GPS Schedule
2/1/2024 1:30:13 AM,27.7214060,-81.0006124,-8.38,13,11.5,3.85,6.8,5,GPS Schedule
2/1/2024 1:45:12 AM,27.7214405,-81.0006198,-15.65,12,10.5,3.85,5.6,5,GPS Schedule
2/1/2024 2:00:41 AM,27.7213945,-81.0006241,-8.11,41,10.0,3.85,2,8,GPS Schedule
2/1/2024 2:15:12 AM,27.7214012,-81.0006040,-7.37,12,10.5,3.85,2,8,GPS Schedule
2/1/2024 2:30:12 AM,27.7213996,-81.0006035,-0.59,12,14.5,3.85,2,8,GPS Schedule
2/1/2024 2:45:13 AM,27.7213942,-81.0006272,-5.89,13,17.5,3.85,2.4,7,GPS Schedule
2/1/2024 3:00:13 AM,27.7213901,-81.0006288,-5.02,13,20.0,3.85,2.4,7,GPS Schedule
2/1/2024 3:15:14 AM,27.7214198,-81.0006277,-11.28,14,20.5,3.85,2.6,7,GPS Schedule
2/1/2024 3:30:15 AM,27.7214229,-81.0006193,-9.80,15,21.0,3.85,3.6,6,GPS Schedule
2/1/2024 3:45:13 AM,27.7213625,-81.0005819,-3.51,13,17.5,3.85,3.4,6,GPS Schedule
2/1/2024 4:00:12 AM,27.7213628,-81.0005787,-5.72,12,15.5,3.85,3.8,6,GPS Schedule
2/1/2024 4:15:13 AM,27.7213549,-81.0005951,-1.90,13,15.5,3.85,3.8,6,GPS Schedule
2/1/2024 4:30:12 AM,27.7213651,-81.0006220,-4.06,12,13.5,3.85,4,6,GPS Schedule
2/1/2024 4:45:12 AM,27.7213728,-81.0006251,-1.38,12,11.5,3.85,4.6,5,GPS Schedule
2/1/2024 5:00:13 AM,27.7214038,-81.0006277,-12.21,13,12.0,3.85,4.6,5,GPS Schedule
2/1/2024 5:15:42 AM,27.7213696,-81.0006172,-7.15,42,13.5,3.85,1.4,10,GPS Schedule
2/1/2024 5:30:12 AM,27.7213808,-81.0006088,-5.21,12,14.0,3.85,1.4,9,GPS Schedule
2/1/2024 5:45:13 AM,27.7213645,-81.0006120,-3.93,13,16.5,3.85,1.6,9,GPS Schedule
2/1/2024 6:00:12 AM,27.7213861,-80.9995154,-8.48,12,15.5,3.85,1.8,8,GPS Schedule
2/1/2024 6:15:12 AM,27.7195907,-80.9997979,-8.21,12,10.0,3.85,2.4,7,GPS Schedule
2/1/2024 6:30:12 AM,27.7133487,-80.9970509,-7.48,12,8.0,3.85,2.8,7,GPS Schedule
2/1/2024 6:45:12 AM,27.7136541,-81.0002011,-5.26,12,7.0,3.85,2.8,7,GPS Schedule
2/1/2024 7:00:12 AM,27.7107569,-81.0039597,-6.91,12,6.5,3.85,2.4,7,GPS Schedule
2/1/2024 7:15:12 AM,27.7108963,-81.0070977,-8.38,12,6.5,3.85,2,7,GPS Schedule
2/1/2024 7:30:12 AM,27.7152318,-81.0005096,-6.93,12,7.0,3.85,1.8,7,GPS Schedule
2/1/2024 7:45:12 AM,27.7154587,-81.0001790,-9.62,12,8.0,3.85,1.8,7,GPS Schedule
2/1/2024 8:00:41 AM,27.7154114,-81.0002054,-8.26,41,9.0,3.85,1.6,7,GPS Schedule
2/1/2024 8:15:12 AM,27.7158142,-81.0005021,-7.20,12,9.0,3.85,1.6,7,GPS Schedule
2/1/2024 8:30:15 AM,27.7216081,-81.0072903,-8.01,15,7.0,3.85,3.6,5,GPS Schedule
2/1/2024 8:45:12 AM,27.7228007,-81.0107748,-7.99,12,7.0,3.85,3.2,5,GPS Schedule
2/1/2024 9:00:13 AM,27.7255575,-81.0118319,-6.74,13,7.5,3.85,3.2,5,GPS Schedule
2/1/2024 9:15:12 AM,27.7255655,-81.0118319,-6.28,12,8.0,3.85,3.2,5,GPS Schedule
2/1/2024 9:30:42 AM,27.7255451,-81.0118367,-4.12,42,8.0,3.85,2.4,8,GPS Schedule
2/1/2024 9:45:12 AM,27.7255454,-81.0118335,-6.33,12,9.5,3.85,1.4,10,GPS Schedule
2/1/2024 10:00:11 AM,27.7255454,-81.0118335,-6.33,11,10.5,3.85,1.4,10,GPS Schedule
2/1/2024 10:15:12 AM,27.7255623,-81.0118404,-7.76,12,11.0,3.85,1.4,10,GPS Schedule
2/1/2024 10:30:12 AM,27.7255531,-81.0118367,-3.65,12,9.5,3.85,1.6,9,GPS Schedule
2/1/2024 10:45:12 AM,27.7255575,-81.0118319,-6.74,12,9.0,3.85,1.8,8,GPS Schedule
2/1/2024 11:00:12 AM,27.7244213,-81.0151614,-5.76,12,9.5,3.85,2,8,GPS Schedule
2/1/2024 11:15:12 AM,27.7183762,-81.0158252,-5.78,12,7.5,3.85,1.8,8,GPS Schedule
2/1/2024 11:30:12 AM,27.7173044,-81.0137583,-5.47,12,7.5,3.85,1.8,8,GPS Schedule
2/1/2024 11:45:12 AM,27.7173156,-81.0137662,0.76,12,8.0,3.85,1.6,8,GPS Schedule
2/1/2024 12:00:41 PM,27.7172919,-81.0137467,-7.13,41,9.0,3.85,3,5,GPS Schedule
2/1/2024 12:15:42 PM,27.7171619,-81.0137362,-7.66,42,12.5,3.85,2,8,GPS Schedule
2/1/2024 12:30:12 PM,27.7171460,-81.0137525,-4.30,12,15.5,3.85,2.6,7,GPS Schedule
2/1/2024 12:45:12 PM,27.7171724,-81.0137177,-5.58,12,16.5,3.85,1.6,8,GPS Schedule
2/1/2024 1:00:12 PM,27.7171470,-81.0137757,-2.36,12,18.5,3.85,1.4,8,GPS Schedule
2/1/2024 1:15:12 PM,27.7171511,-81.0137741,-3.24,12,19.5,3.85,1.4,7,GPS Schedule
2/1/2024 1:30:14 PM,27.7171488,-81.0136888,1.56,14,20.5,3.85,3,5,GPS Schedule
2/1/2024 1:45:42 PM,27.7171555,-81.0137530,-10.61,42,21.5,3.85,2.2,7,GPS Schedule
2/1/2024 2:00:13 PM,27.7171949,-81.0137594,-3.86,13,21.0,3.85,2.2,7,GPS Schedule
2/1/2024 2:15:12 PM,27.7172479,-81.0137646,-4.30,12,21.0,3.85,2.2,7,GPS Schedule
2/1/2024 2:30:12 PM,27.7172737,-81.0137362,-1.15,12,21.0,3.85,2.2,7,GPS Schedule
2/1/2024 2:45:12 PM,27.7172753,-81.0137530,-3.64,12,22.0,3.85,2.2,7,GPS Schedule
2/1/2024 3:00:12 PM,27.7172728,-81.0137293,1.21,12,22.0,3.85,2.6,7,GPS Schedule
2/1/2024 3:15:12 PM,27.7173030,-81.0140535,-7.32,12,23.5,3.85,3.6,6,GPS Schedule
2/1/2024 3:30:14 PM,27.7173134,-81.0137652,-7.35,14,25.0,3.85,5,6,GPS Schedule
2/1/2024 3:45:14 PM,27.7175311,-81.0134894,-8.12,14,23.0,3.85,5.6,6,GPS Schedule
2/1/2024 4:00:41 PM,27.7175250,-81.0134773,-2.54,41,22.0,3.85,2.2,7,GPS Schedule
2/1/2024 4:15:13 PM,27.7174159,-81.0135501,-1.03,13,22.5,3.85,2,7,GPS Schedule
2/1/2024 4:30:12 PM,27.7173262,-81.0136112,0.68,12,28.5,3.85,1.8,7,GPS Schedule
2/1/2024 4:45:11 PM,27.7172554,-81.0136508,2.72,11,32.5,3.85,1.8,7,GPS Schedule
2/1/2024 5:00:12 PM,27.7172603,-81.0137341,3.83,12,31.0,3.85,3.8,6,GPS Schedule
2/1/2024 5:15:13 PM,27.7171683,-81.0137099,10.34,13,31.5,3.90,3.2,6,GPS Schedule
2/1/2024 5:30:42 PM,27.7158863,-81.0144117,3.39,42,32.5,3.85,2,6,GPS Schedule
2/1/2024 5:45:12 PM,27.7141342,-81.0142922,5.28,12,32.0,3.85,2.2,6,GPS Schedule
2/1/2024 6:00:12 PM,27.7141540,-81.0142774,3.26,12,30.0,3.85,2.6,6,GPS Schedule
2/1/2024 6:15:12 PM,27.7140757,-81.0142521,2.58,12,30.5,3.85,2.8,6,GPS Schedule
2/1/2024 6:30:13 PM,27.7140991,-81.0143006,1.94,13,29.5,3.85,2.6,6,GPS Schedule
2/1/2024 6:45:14 PM,27.7140517,-81.0140993,-5.27,14,31.0,3.85,6,5,GPS Schedule
2/1/2024 7:00:16 PM,27.7116118,-81.0144549,1.96,16,32.0,3.85,3.8,5,GPS Schedule
2/1/2024 7:15:13 PM,27.7102221,-81.0166310,0.53,13,32.0,3.85,3,5,GPS Schedule
2/1/2024 7:30:42 PM,27.7102885,-81.0167912,1.58,42,32.5,3.85,1.8,9,GPS Schedule
2/1/2024 7:45:12 PM,27.7103288,-81.0167881,1.69,12,30.0,3.85,1.6,9,GPS Schedule
2/1/2024 8:00:12 PM,27.7102202,-81.0175761,0.93,12,30.5,3.85,1.6,9,GPS Schedule
2/1/2024 8:15:12 PM,27.7098641,-81.0172594,2.94,12,30.5,3.85,1.4,9,GPS Schedule
2/1/2024 8:30:12 PM,27.7095281,-81.0169247,0.71,12,29.0,3.85,2.4,8,GPS Schedule
2/1/2024 8:45:12 PM,27.7083177,-81.0158126,0.17,12,27.5,3.85,2,8,GPS Schedule
2/1/2024 9:00:12 PM,27.7075241,-81.0157309,-2.27,12,27.0,3.85,1.8,8,GPS Schedule
2/1/2024 9:15:13 PM,27.7075321,-81.0157309,-1.81,13,27.0,3.85,2,7,GPS Schedule
2/1/2024 9:30:12 PM,27.7075305,-81.0157141,0.68,12,25.5,3.85,1.8,7,GPS Schedule
2/1/2024 9:45:12 PM,27.7075228,-81.0157273,2.29,12,25.5,3.85,1.6,7,GPS Schedule
2/1/2024 10:00:41 PM,27.7075448,-81.0156972,4.10,41,26.0,3.85,7.6,5,GPS Schedule
2/1/2024 10:15:42 PM,27.7075195,-81.0147605,0.83,42,24.0,3.85,1.4,9,GPS Schedule
2/1/2024 10:30:11 PM,27.7051275,-81.0151419,0.14,11,21.0,3.85,1.2,9,GPS Schedule
2/1/2024 10:45:12 PM,27.7038947,-81.0116447,-4.26,12,19.0,3.85,2.2,7,GPS Schedule
2/1/2024 11:00:12 PM,27.7027333,-81.0084660,-4.38,12,16.5,3.85,2.4,7,GPS Schedule
2/1/2024 11:15:11 PM,27.7096419,-81.0065887,-6.09,11,14.5,3.85,2.2,7,GPS Schedule
2/1/2024 11:30:11 PM,27.7107524,-81.0068020,-8.12,11,14.0,3.85,2,7,GPS Schedule
2/1/2024 11:45:12 PM,27.7108506,-81.0068874,-7.34,12,15.5,3.85,1.8,7,GPS Schedule
2/2/2024 12:00:12 AM,27.7108586,-81.0068874,-6.87,12,17.5,3.85,1.8,7,GPS Schedule
2/2/2024 12:15:12 AM,27.7108545,-81.0069053,-1.71,12,18.5,3.85,2.6,6,GPS Schedule
2/2/2024 12:30:13 AM,27.7108504,-81.0069069,-0.83,13,19.0,3.85,2.8,6,GPS Schedule
2/2/2024 12:45:12 AM,27.7108676,-81.0069106,-4.47,12,19.5,3.85,3,6,GPS Schedule
2/2/2024 1:00:13 AM,27.7108676,-81.0069106,-4.47,13,19.0,3.85,3.4,6,GPS Schedule
2/2/2024 1:15:37 AM,27.7108631,-81.0068990,-5.67,180,20.0,3.85,2,9,GPS Schedule
2/2/2024 1:30:12 AM,27.7108686,-81.0069174,-6.82,12,19.0,3.85,2.2,9,GPS Schedule
