Product Type: Litetrack Iridium-420+
Product ID: 154955
Firmware Version: V17.13.0

GMT Time,Latitude,Longitude,Altitude,Duration,Temperature,Voltage,DOP,Satellites,Cause of Fix
1/27/2024 7:00:12 AM,27.6418371,-80.9757382,-16.67,13,16.0,3.85,4,5,GPS Schedule
1/27/2024 7:15:12 AM,27.6418254,-80.9757273,-3.43,13,16.0,3.85,3.4,5,GPS Schedule
1/27/2024 7:30:12 AM,27.6418094,-80.9757109,-8.65,13,16.5,3.85,3,5,GPS Schedule
1/27/2024 7:45:13 AM,27.6417962,-80.9756893,-10.17,14,17.5,3.85,2.6,5,GPS Schedule
1/27/2024 8:00:12 AM,27.6418139,-80.9757225,-7.45,13,19.0,3.85,2.4,5,GPS Schedule
1/27/2024 8:15:41 AM,27.6417921,-80.9766102,-4.99,42,20.0,3.85,1.6,8,GPS Schedule
1/27/2024 8:30:10 AM,27.6418498,-80.9768804,-6.42,11,20.0,3.85,1.6,8,GPS Schedule
1/27/2024 8:45:11 AM,27.6420990,-80.9778844,-7.43,12,19.5,3.85,2.8,6,GPS Schedule
1/27/2024 9:00:11 AM,27.6421069,-80.9778680,-11.25,12,19.0,3.85,2.8,6,GPS Schedule
1/27/2024 9:15:11 AM,27.6427323,-80.9781085,-7.79,12,18.5,3.85,2.6,6,GPS Schedule
1/27/2024 9:30:11 AM,27.6427140,-80.9780817,-6.08,12,19.5,3.85,2.6,6,GPS Schedule
1/27/2024 9:45:11 AM,27.6427182,-80.9780801,-6.96,12,20.0,3.85,2.4,6,GPS Schedule
1/27/2024 10:01:32 AM,27.6427725,-80.9781053,-7.68,93,21.0,3.85,1.8,9,GPS Schedule
1/27/2024 10:15:11 AM,27.6427812,-80.9781154,-7.36,12,21.0,3.85,1.8,9,GPS Schedule
1/27/2024 10:30:10 AM,27.6429243,-80.9782675,-7.46,11,21.0,3.85,1.6,8,GPS Schedule
1/27/2024 10:45:11 AM,27.6429357,-80.9782559,-7.73,12,21.0,3.85,2.2,8,GPS Schedule
1/27/2024 11:00:11 AM,27.6429312,-80.9782443,-8.93,12,21.0,3.85,2,8,GPS Schedule
1/27/2024 11:15:11 AM,27.6429415,-80.9782291,-4.64,12,21.0,3.85,2.4,7,GPS Schedule
1/27/2024 11:30:11 AM,27.6429335,-80.9782291,-5.10,12,21.0,3.85,2.4,7,GPS Schedule
1/27/2024 11:45:11 AM,27.6429620,-80.9782828,-8.97,12,21.0,3.85,2.4,7,GPS Schedule
1/27/2024 12:00:11 PM,27.6429453,-80.9782728,-9.76,12,21.0,3.85,2.4,7,GPS Schedule
1/27/2024 12:15:11 PM,27.6429163,-80.9782254,-1.46,12,21.0,3.85,2.2,7,GPS Schedule
1/27/2024 12:30:11 PM,27.6424875,-80.9796012,3.04,12,20.5,3.85,3.2,6,GPS Schedule
1/27/2024 12:45:16 PM,27.6422590,-80.9815421,12.61,17,20.5,3.85,4.6,5,GPS Schedule
1/27/2024 1:00:17 PM,27.6422883,-80.9816766,-28.08,18,21.5,3.85,3.6,5,GPS Schedule
1/27/2024 1:15:23 PM,27.6421978,-80.9814137,34.18,24,21.5,3.85,3,5,GPS Schedule
1/27/2024 1:30:13 PM,27.6422301,-80.9815173,7.94,14,21.5,3.85,2.6,5,GPS Schedule
1/27/2024 1:45:42 PM,27.6422358,-80.9816167,-8.35,43,22.0,3.85,2.6,7,GPS Schedule
1/27/2024 2:00:12 PM,27.6422404,-80.9816447,-2.86,13,21.5,3.85,5.2,5,GPS Schedule
1/27/2024 2:15:13 PM,27.6422922,-80.9816884,-5.20,14,22.0,3.85,6.2,5,GPS Schedule
1/27/2024 2:30:15 PM,27.6422845,-80.9814583,20.14,16,23.0,3.85,7,5,GPS Schedule
1/27/2024 2:45:13 PM,27.6423192,-80.9815568,19.27,14,23.0,3.85,6.2,5,GPS Schedule
1/27/2024 3:00:17 PM,27.6423000,-80.9816074,10.40,18,23.5,3.85,4.8,5,GPS Schedule
1/27/2024 3:15:43 PM,27.6423179,-80.9817216,-2.01,44,24.5,3.85,5,5,GPS Schedule
1/27/2024 3:30:13 PM,27.6422940,-80.9817379,0.89,14,25.5,3.85,5.8,5,GPS Schedule
1/27/2024 3:45:16 PM,27.6422700,-80.9817317,16.75,17,26.5,3.85,6.2,5,GPS Schedule
1/27/2024 4:00:42 PM,27.6423012,-80.9817475,7.99,43,27.5,3.85,2.4,6,GPS Schedule
1/27/2024 4:15:11 PM,27.6423444,-80.9817452,-5.46,12,27.0,3.85,2.4,6,GPS Schedule
1/27/2024 4:30:13 PM,27.6423058,-80.9817395,2.69,14,27.5,3.85,2.4,6,GPS Schedule
1/27/2024 4:45:14 PM,27.6423030,-80.9818032,-3.17,15,28.0,3.85,2.2,6,GPS Schedule
1/27/2024 5:00:15 PM,27.6423213,-80.9817459,8.05,16,28.0,3.85,2.2,6,GPS Schedule
1/27/2024 5:15:15 PM,27.6422712,-80.9819303,12.17,16,28.5,3.85,2.2,6,GPS Schedule
1/27/2024 5:30:16 PM,27.6422724,-80.9819340,7.60,17,28.5,3.85,4.8,5,GPS Schedule
1/27/2024 5:45:37 PM,27.6422872,-80.9819724,6.64,38,29.0,3.85,2.2,7,GPS Schedule
1/27/2024 6:00:12 PM,27.6422453,-80.9819424,4.73,13,28.0,3.85,2.4,6,GPS Schedule
1/27/2024 6:15:14 PM,27.6421992,-80.9819560,-2.76,15,27.5,3.85,2,6,GPS Schedule
1/27/2024 6:30:14 PM,27.6422117,-80.9819676,-1.09,15,26.5,3.85,2,6,GPS Schedule
1/27/2024 6:45:16 PM,27.6422123,-80.9819777,-1.23,17,26.5,3.85,2,6,GPS Schedule
1/27/2024 7:00:19 PM,27.6422447,-80.9819908,2.70,20,27.0,3.85,2,6,GPS Schedule
1/27/2024 7:15:22 PM,27.6422234,-80.9820472,5.04,23,27.0,3.85,3.2,5,GPS Schedule
1/27/2024 7:30:18 PM,27.6422296,-80.9819556,5.88,19,28.0,3.85,3.2,5,GPS Schedule
1/27/2024 7:45:40 PM,27.6422508,-80.9818407,5.71,41,29.0,3.85,2.2,9,GPS Schedule
1/27/2024 8:00:13 PM,27.6424032,-80.9817821,-4.98,14,28.5,3.85,2.4,8,GPS Schedule
1/27/2024 8:15:11 PM,27.6423781,-80.9817948,2.48,12,28.0,3.85,2,8,GPS Schedule
1/27/2024 8:30:14 PM,27.6423590,-80.9817673,-10.71,15,28.0,3.85,3.8,7,GPS Schedule
1/27/2024 8:45:14 PM,27.6423571,-80.9817958,-12.47,15,27.0,3.85,4.4,7,GPS Schedule
1/27/2024 9:00:12 PM,27.6424000,-80.9818264,4.33,13,26.5,3.85,4.4,7,GPS Schedule
1/27/2024 9:15:12 PM,27.6424237,-80.9817875,14.40,13,26.5,3.85,4.2,7,GPS Schedule
1/27/2024 9:30:12 PM,27.6423880,-80.9817664,4.70,13,26.5,3.85,4,7,GPS Schedule
1/27/2024 9:45:11 PM,27.6421309,-80.9819772,0.91,12,26.5,3.85,3.8,7,GPS Schedule
1/27/2024 10:00:41 PM,27.6423246,-80.9820329,0.88,42,27.0,3.85,3,7,GPS Schedule
1/27/2024 10:15:14 PM,27.6423859,-80.9819929,5.15,15,27.0,3.85,5.2,6,GPS Schedule
1/27/2024 10:30:12 PM,27.6423800,-80.9819449,-0.06,13,26.5,3.85,2.8,7,GPS Schedule
1/27/2024 10:45:11 PM,27.6423847,-80.9819370,-5.37,12,26.0,3.85,2.4,7,GPS Schedule
1/27/2024 11:00:14 PM,27.6422769,-80.9818512,0.18,15,26.0,3.85,4.2,5,GPS Schedule
1/27/2024 11:15:11 PM,27.6392151,-80.9831731,1.43,12,24.5,3.85,3.4,5,GPS Schedule
1/27/2024 11:30:11 PM,27.6362156,-80.9859299,-1.90,12,23.0,3.85,3,5,GPS Schedule
1/27/2024 11:45:12 PM,27.6371947,-80.9864436,-2.17,13,23.0,3.85,2.8,5,GPS Schedule
1/28/2024 12:00:40 AM,27.6373019,-80.9867143,-7.59,41,23.0,3.85,2.4,7,GPS Schedule
1/28/2024 12:15:11 AM,27.6373528,-80.9877874,-7.60,12,23.5,3.85,2.2,7,GPS Schedule
1/28/2024 12:30:11 AM,27.6373552,-80.9878306,-5.94,12,23.5,3.85,2.2,7,GPS Schedule
1/28/2024 12:45:13 AM,27.6373571,-80.9878606,-6.35,14,23.0,3.85,4.8,6,GPS Schedule
1/28/2024 1:00:12 AM,27.6373803,-80.9878826,-32.82,13,22.5,3.85,9.4,5,GPS Schedule
1/28/2024 1:15:13 AM,27.6373533,-80.9878590,-7.69,14,22.5,3.85,4.6,6,GPS Schedule
1/28/2024 1:30:11 AM,27.6373922,-80.9878358,-7.31,12,21.5,3.85,8.8,5,GPS Schedule
1/28/2024 1:45:11 AM,27.6373522,-80.9878358,-9.63,12,20.5,3.85,7,5,GPS Schedule
1/28/2024 2:00:12 AM,27.6373357,-80.9878422,-6.13,13,20.0,3.85,5.6,5,GPS Schedule
1/28/2024 2:15:10 AM,27.6373616,-80.9878137,-2.98,11,19.5,3.85,4.8,5,GPS Schedule
1/28/2024 2:30:40 AM,27.6376107,-80.9891327,-6.12,41,20.0,3.85,3.2,7,GPS Schedule
1/28/2024 2:45:11 AM,27.6375947,-80.9892691,-4.88,12,19.0,3.85,3.2,7,GPS Schedule
1/28/2024 3:00:11 AM,27.6375930,-80.9892944,-8.85,12,19.0,3.85,4.2,6,GPS Schedule
1/28/2024 3:15:11 AM,27.6375592,-80.9892807,-6.00,12,19.0,3.85,4.6,6,GPS Schedule
1/28/2024 3:30:12 AM,27.6375960,-80.9893897,-13.79,13,19.0,3.85,5.6,6,GPS Schedule
1/28/2024 3:45:12 AM,27.6378909,-80.9891521,-5.06,13,19.5,3.85,7,6,GPS Schedule
1/28/2024 4:00:41 AM,27.6381378,-80.9897978,-5.57,42,20.0,3.85,2,8,GPS Schedule
1/28/2024 4:15:11 AM,27.6381174,-80.9898026,-3.41,12,19.5,3.85,2,8,GPS Schedule
1/28/2024 4:30:11 AM,27.6381211,-80.9897878,-6.36,12,19.5,3.85,2,8,GPS Schedule
1/28/2024 4:45:11 AM,27.6381174,-80.9898026,-3.41,12,19.5,3.85,2,8,GPS Schedule
1/28/2024 5:00:11 AM,27.6380966,-80.9897942,-3.32,12,19.0,3.85,2.2,7,GPS Schedule
1/28/2024 5:15:11 AM,27.6381125,-80.9897778,-6.68,12,19.5,3.85,2.2,7,GPS Schedule
1/28/2024 5:30:12 AM,27.6381483,-80.9898215,-9.95,13,20.0,3.85,2.4,6,GPS Schedule
1/28/2024 5:45:11 AM,27.6381326,-80.9898183,-13.09,12,20.0,3.85,3.8,5,GPS Schedule
1/28/2024 6:00:41 AM,27.6381003,-80.9897794,-6.27,42,20.5,3.85,1.6,9,GPS Schedule
1/28/2024 6:15:10 AM,27.6381237,-80.9897694,-4.74,11,19.5,3.85,1.6,9,GPS Schedule
1/28/2024 6:30:10 AM,27.6376338,-80.9908669,-4.55,11,19.0,3.85,1.8,8,GPS Schedule
1/28/2024 6:45:10 AM,27.6360520,-80.9957084,-10.39,11,19.0,3.85,2.8,7,GPS Schedule
1/28/2024 7:00:10 AM,27.6334642,-81.0040563,-3.82,11,19.5,3.85,2.8,7,GPS Schedule
1/28/2024 7:15:10 AM,27.6335763,-81.0062260,-8.15,11,19.5,3.85,2.4,7,GPS Schedule
1/28/2024 7:30:10 AM,27.6339899,-81.0070271,-5.13,11,20.0,3.85,2.2,7,GPS Schedule
1/28/2024 7:45:10 AM,27.6344201,-81.0076855,-7.78,11,20.5,3.85,1.8,7,GPS Schedule
1/28/2024 8:00:09 AM,27.6342824,-81.0074932,-6.67,10,20.0,3.85,1.8,7,GPS Schedule
1/28/2024 8:15:10 AM,27.6342929,-81.0074748,-4.59,11,19.5,3.85,2.2,6,GPS Schedule
1/28/2024 8:30:11 AM,27.6342818,-81.0075417,-8.70,12,19.0,3.85,2.4,6,GPS Schedule
1/28/2024 8:45:40 AM,27.6342526,-81.0074616,-8.98,41,19.5,3.85,2.8,6,GPS Schedule
1/28/2024 9:00:10 AM,27.6342376,-81.0074848,-7.98,11,19.0,3.85,1.8,8,GPS Schedule
1/28/2024 9:15:20 AM,27.6342629,-81.0075048,-6.86,21,19.0,3.85,2,8,GPS Schedule
1/28/2024 9:30:10 AM,27.6342479,-81.0075280,-5.85,11,19.5,3.85,2.6,7,GPS Schedule
1/28/2024 9:45:11 AM,27.6342648,-81.0075185,-11.57,13,20.0,3.85,2.8,7,GPS Schedule
1/28/2024 10:00:10 AM,27.6342757,-81.0075132,-7.41,12,19.5,3.85,2.6,7,GPS Schedule
1/28/2024 10:15:10 AM,27.6342830,-81.0075032,-6.81,12,19.5,3.85,2.2,7,GPS Schedule
1/28/2024 10:30:11 AM,27.6343106,-81.0075143,-19.12,13,19.5,3.85,2,6,GPS Schedule
1/28/2024 10:45:10 AM,27.6343218,-81.0075058,-17.17,12,20.0,3.85,2.4,6,GPS Schedule
1/28/2024 11:00:11 AM,27.6342362,-81.0075912,-27.08,13,20.5,3.85,7,5,GPS Schedule
1/28/2024 11:15:13 AM,27.6342556,-81.0075796,-26.88,15,20.5,3.85,5.6,5,GPS Schedule
1/28/2024 11:30:11 AM,27.6343133,-81.0075122,-13.21,13,20.5,3.85,4.8,5,GPS Schedule
1/28/2024 11:45:11 AM,27.6343111,-81.0075438,-12.75,13,21.0,3.85,4.4,5,GPS Schedule
1/28/2024 12:00:42 PM,27.6342990,-81.0075032,-5.88,44,21.5,3.85,1.4,9,GPS Schedule
1/28/2024 12:15:10 PM,27.6343160,-81.0075264,-3.02,12,21.0,3.85,1.4,9,GPS Schedule
1/28/2024 12:30:10 PM,27.6343153,-81.0075001,-7.17,12,20.5,3.85,1.6,8,GPS Schedule
1/28/2024 12:45:10 PM,27.6343045,-81.0075217,-7.03,12,21.0,3.85,2,7,GPS Schedule
1/28/2024 1:00:10 PM,27.6342161,-81.0070181,-5.57,12,21.5,3.85,1.8,7,GPS Schedule
1/28/2024 1:15:10 PM,27.6341762,-81.0068980,-5.76,12,22.5,3.85,1.6,7,GPS Schedule
1/28/2024 1:30:11 PM,27.6341717,-81.0068864,-6.96,13,23.0,3.85,1.4,7,GPS Schedule
1/28/2024 1:45:18 PM,27.6341961,-81.0068575,2.96,20,24.5,3.85,3,5,GPS Schedule
1/28/2024 2:00:40 PM,27.6341718,-81.0069028,-2.67,42,25.0,3.85,2.4,7,GPS Schedule
1/28/2024 2:15:09 PM,27.6341766,-81.0069112,-3.69,11,24.0,3.85,2.4,7,GPS Schedule
1/28/2024 2:30:10 PM,27.6341811,-81.0069228,-2.49,12,25.0,3.85,2.4,7,GPS Schedule
1/28/2024 2:45:11 PM,27.6341878,-81.0069028,-1.75,13,26.5,3.85,2.2,7,GPS Schedule
1/28/2024 3:00:12 PM,27.6341621,-81.0069054,5.86,14,25.5,3.85,2,7,GPS Schedule
1/28/2024 3:15:10 PM,27.6342010,-81.0069244,-0.22,12,24.5,3.85,3.4,6,GPS Schedule
1/28/2024 3:30:10 PM,27.6341686,-81.0068691,2.31,12,26.0,3.85,6,5,GPS Schedule
1/28/2024 3:45:11 PM,27.6336262,-81.0071915,2.86,13,29.0,3.85,6.2,5,GPS Schedule
1/28/2024 4:00:10 PM,27.6298383,-81.0104659,-6.03,12,28.0,3.85,5.8,5,GPS Schedule
1/28/2024 4:15:11 PM,27.6282853,-81.0152995,-0.72,13,27.5,3.85,5.2,5,GPS Schedule
1/28/2024 4:30:40 PM,27.6278701,-81.0197500,3.10,42,27.5,3.85,2.6,6,GPS Schedule
1/28/2024 4:45:11 PM,27.6269161,-81.0187329,4.53,13,25.0,3.85,2.2,6,GPS Schedule
1/28/2024 5:00:42 PM,27.6286379,-81.0127369,6.59,44,23.5,3.85,1.4,8,GPS Schedule
1/28/2024 5:15:10 PM,27.6301866,-81.0088045,0.02,12,24.5,3.85,2.4,7,GPS Schedule
1/28/2024 5:30:11 PM,27.6300152,-81.0085728,14.74,13,25.0,3.85,2.4,7,GPS Schedule
1/28/2024 5:45:10 PM,27.6299588,-81.0086018,2.96,12,25.0,3.85,2.2,7,GPS Schedule
1/28/2024 6:00:12 PM,27.6300150,-81.0085402,6.16,14,25.0,3.85,3,5,GPS Schedule
1/28/2024 6:15:12 PM,27.6300151,-81.0086992,-4.64,14,26.5,3.85,2.8,5,GPS Schedule
1/28/2024 6:30:11 PM,27.6300258,-81.0086550,8.19,13,25.5,3.85,2.8,5,GPS Schedule
1/28/2024 6:45:18 PM,27.6299966,-81.0086755,-0.72,20,25.0,3.85,3.4,5,GPS Schedule
1/28/2024 7:00:16 PM,27.6299993,-81.0085892,18.10,18,25.0,3.85,5,5,GPS Schedule
1/28/2024 7:15:40 PM,27.6300295,-81.0086402,5.24,42,25.0,3.85,2.6,8,GPS Schedule
1/28/2024 7:30:11 PM,27.6299940,-81.0086877,14.91,13,25.0,3.85,2.2,8,GPS Schedule
1/28/2024 7:45:10 PM,27.6300259,-81.0086355,1.68,12,25.0,3.85,2.4,7,GPS Schedule
1/28/2024 8:00:12 PM,27.6299357,-81.0086507,-7.25,14,24.0,3.85,6.2,6,GPS Schedule
1/28/2024 8:15:42 PM,27.6299657,-81.0086628,-11.44,44,24.5,3.85,3.2,7,GPS Schedule
1/28/2024 8:30:10 PM,27.6299591,-81.0086992,-7.89,12,25.5,3.85,3.4,7,GPS Schedule
1/28/2024 8:45:10 PM,27.6299996,-81.0085923,-1.37,12,26.0,3.85,3.4,7,GPS Schedule
1/28/2024 9:00:10 PM,27.6294236,-81.0073356,-2.34,12,24.5,3.85,3.2,7,GPS Schedule
1/28/2024 9:15:10 PM,27.6302883,-81.0049319,2.21,12,25.0,3.85,3.4,7,GPS Schedule
1/28/2024 9:30:11 PM,27.6306851,-81.0044756,0.13,13,24.0,3.85,4.8,6,GPS Schedule
1/28/2024 9:45:10 PM,27.6311963,-81.0039261,4.05,12,23.0,3.85,4.2,6,GPS Schedule
1/28/2024 10:00:10 PM,27.6311746,-81.0039109,6.49,12,22.0,3.85,7,5,GPS Schedule
1/28/2024 10:15:42 PM,27.6311829,-81.0039077,4.74,44,22.5,3.85,2.2,9,GPS Schedule
1/28/2024 10:30:10 PM,27.6311831,-81.0039045,2.52,12,21.0,3.85,2,9,GPS Schedule
1/28/2024 10:45:10 PM,27.6311971,-81.0039166,-2.59,12,19.5,3.85,1.8,9,GPS Schedule
1/28/2024 11:00:10 PM,27.6311926,-81.0039050,-3.79,12,18.0,3.85,2.4,7,GPS Schedule
1/28/2024 11:15:10 PM,27.6311403,-81.0037312,0.81,12,16.5,3.85,2.2,7,GPS Schedule
1/28/2024 11:30:10 PM,27.6300688,-81.0005652,-0.93,12,15.5,3.85,2,7,GPS Schedule
1/28/2024 11:45:10 PM,27.6316252,-80.9981949,-4.81,12,15.0,3.85,2,7,GPS Schedule
1/29/2024 12:00:10 AM,27.6333492,-80.9954021,-7.50,12,14.0,3.85,3.8,6,GPS Schedule
1/29/2024 12:15:10 AM,27.6295343,-80.9909749,-2.06,12,14.0,3.85,3.2,6,GPS Schedule
1/29/2024 12:30:10 AM,27.6299948,-80.9904274,-6.82,12,14.0,3.85,6.4,5,GPS Schedule
1/29/2024 12:45:10 AM,27.6299999,-80.9904327,-10.05,12,14.0,3.85,5.8,5,GPS Schedule
1/29/2024 1:00:11 AM,27.6300090,-80.9904785,-20.61,13,13.5,3.85,5.2,5,GPS Schedule
1/29/2024 1:15:10 AM,27.6300202,-80.9904700,-18.67,12,12.5,3.85,4.8,5,GPS Schedule
